Table S2: differentially regulated genes (DEGs) between mouse GP1 and GP2 clusters;;;;;;
;;;;;;
Gene;baseMean;log2FoldChange;lfcSE;stat;pvalue;padj
E2F3;0,72723297;1,131848256;0,376542105;3,319898611;0,000900501;0,005991057
PTH1R;2,690675211;1,129432303;0,226430596;5,328133157;9,92E-08;1,85E-06
TMEM45A;1,723073992;1,12882922;0,173473814;6,903299785;5,08E-12;2,04E-10
PPA1;1,422951909;1,125808095;0,155946363;4,145784421;3,39E-05;0,000347147
ITGAV;1,483236791;1,123729245;0,237303294;5,257049676;1,46E-07;2,68E-06
PGK1;2,158975427;1,120318183;0,178171009;6,605188715;3,97E-11;1,39E-09
SHROOM4;1,513461917;1,11719786;0,31330262;4,213176824;2,52E-05;0,000264224
PPFIBP1;2,390808172;1,108999488;0,222567131;5,501847951;3,76E-08;7,63E-07
MEIS1;0,266287419;1,105753475;0,679810933;0,894702299;0,37094625;
BACE2;0,593159526;1,104057027;0,43172279;2,633015408;0,008463051;0,038050517
MYLIP;0,797387573;1,103391323;0,361901663;3,20197826;0,001364873;0,008394645
MAB21L2;0,554609407;1,101709788;0,296274709;4,053958858;5,04E-05;0,00049576
CORO1C;0,574481599;1,099637181;0,389534702;3,447247447;0,00056633;0,004043724
SPPL2A;1,826595681;1,098222915;0,17705635;6,536036887;6,32E-11;2,16E-09
RAB11FIP4;0,941852795;1,097177965;0,254634795;4,845271542;1,26E-06;1,87E-05
TWIST1;0,49258196;1,096273089;0,322157413;3,603634437;0,000313798;0,002451969
PKD2;1,858309982;1,09431362;0,236441326;5,142672328;2,71E-07;4,69E-06
ZFP521;9,691585563;1,088490723;0,17415518;6,712344104;1,92E-11;7,08E-10
B3GALT1;0,574028407;1,086260692;0,623196132;0,648809642;0,516461424;0,698510422
P4HA1;6,655275608;1,086229392;0,136625623;8,25645693;1,50E-16;1,24E-14
ABI3BP;4,898300659;1,083938228;0,266069117;4,604885802;4,13E-06;5,36E-05
MAP3K8;0,268642788;1,082657636;0,537418395;2,154333382;0,031214037;
NUCB2;1,226936806;1,081466543;0,212114668;5,519725304;3,40E-08;7,01E-07
SOS1;0,955583469;1,081086339;0,307266239;3,887647241;0,000101221;0,000916592
PFKL;0,870955053;1,07818941;0,206869609;5,54775283;2,89E-08;6,07E-07
UTP3;0,271425906;1,077925192;0,434362045;2,432261581;0,015004866;
EPS8;1,572184527;1,074530558;0,25024076;4,719696848;2,36E-06;3,26E-05
DCAF5;0,655933621;1,070824233;0,305251442;3,766083905;0,000165828;0,001403439
DUSP22;0,345486938;1,068658816;0,372576659;2,852226815;0,004341411;0,022141909
SCRG1;10,47974367;1,068522788;0,11955426;9,153370662;5,52E-20;7,45E-18
COL6A1;11,39587603;1,065994888;0,155400404;7,173678756;7,30E-13;3,44E-11
TMEM38B;0,27665232;1,061159571;0,453146424;2,362659516;0,018144331;
EIF4EBP1;0,28068468;1,057902678;0,418490144;2,449956325;0,014287354;
PLS3;1,487128925;1,057627169;0,220282424;5,268700042;1,37E-07;2,53E-06
GPC6;65,31559483;1,053053889;0,134575946;3,936514507;8,27E-05;0,000761971
ATP6V1E1;1,27846579;1,049146555;0,203698995;5,512505047;3,54E-08;7,27E-07
ZBTB10;1,096842155;1,047959965;0,312474038;3,822395989;0,000132161;0,001151452
TIMP1;1,257483874;1,047191462;0,269492711;4,447634789;8,68E-06;0,000103519
DCK;0,19407728;1,045920805;0,926789071;1,320673889;0,186610124;
HSPB1;1,010649656;1,045379328;0,307370818;3,953988526;7,69E-05;0,000719049
CXXC5;1,071688252;1,044305554;0,213546312;5,34544236;9,02E-08;1,70E-06
SLC20A1;2,028124643;1,043298744;0,259524627;4,541298236;5,59E-06;6,97E-05
PRKCA;5,375527293;1,040283225;0,18106182;3,708884809;0,000208174;0,001719651
GCH1;0,957440048;1,03743163;0,39674083;3,186812167;0,001438502;0,008769354
POLR2L;0,583187473;1,036392353;0,249697862;4,463751068;8,05E-06;9,73E-05
FOXP1;3,109322656;1,03529708;0,200707206;5,604776775;2,09E-08;4,48E-07
ZFHX4;2,150589166;1,02912518;0,285381555;4,168534958;3,07E-05;0,000317396
BTBD3;1,047043009;1,02283506;0,276311706;4,297305899;1,73E-05;0,000190099
EMP3;2,934624195;1,022169597;0,176056921;6,179607054;6,43E-10;1,88E-08
TMSB10;3,896859083;1,021935454;0,181820391;5,97351716;2,32E-09;6,06E-08
ELOVL1;0,312941703;1,020997895;0,350763486;2,950324467;0,003174404;0,01697022
ADAM12;0,998196651;1,016733019;0,423691999;3,085253278;0,002033789;0,011772373
SLC38A2;7,915768817;1,012717559;0,141616861;7,472730457;7,85E-14;4,36E-12
ANKRD40;0,472474128;1,011874497;0,326783004;3,392506283;0,000692563;0,004787456
ZADH2;0,439628863;1,008541405;0,304637431;3,485324558;0,00049154;0,003571286
GLIS2;0,350392366;1,007261797;0,492809305;2,09517287;0,036155628;0,118023631
STXBP6;3,351950428;1,004622512;0,247107565;4,591258151;4,41E-06;5,68E-05
ZFP800;0,535202644;1,003875387;0,446865484;2,219159622;0,026475867;0,092725518
LRIG3;1,42070915;1,002710282;0,203091221;5,358253346;8,40E-08;1,59E-06
MPC1;1,349246673;1,001995791;0,171421668;6,181284839;6,36E-10;1,87E-08
ACAP2;1,062094822;1,001617129;0,287539975;4,031991068;5,53E-05;0,000539345
ELMO2;0,170482236;0,999725931;0,654242113;1,479743931;0,138941597;
ATF5;0,786764361;0,999218775;0,30237921;3,975907999;7,01E-05;0,000660897
LPAR4;1,686937495;0,998036145;0,195556488;5,502762323;3,74E-08;7,62E-07
CRIP2;1,143111051;0,997466094;0,290951627;4,04153045;5,31E-05;0,00052196
TSC22D4;1,470896061;0,995983116;0,173072775;6,090761395;1,12E-09;3,13E-08
CD81;2,878212157;0,995644935;0,136130544;7,683457481;1,55E-14;9,16E-13
AK6;0,234632143;0,993615251;0,516874462;2,017977262;0,043593629;
EBP;0,310473938;0,993518356;0,416559529;2,412603918;0,015839022;0,062790046
SLC2A13;1,839337875;0,991879996;0,220194453;4,944155154;7,65E-07;1,18E-05
SLC25A38;0,294551248;0,989066529;0,525586046;1,854294417;0,06369705;
ACSF2;0,969855431;0,985938962;0,2058563;5,179117688;2,23E-07;3,95E-06
HEATR5B;0,287582352;0,984911702;0,596564738;1,692711659;0,090510365;
GOLIM4;2,196254009;0,982074019;0,171854698;6,087199306;1,15E-09;3,19E-08
NFKB1;3,187992981;0,981870015;0,21822824;4,972377044;6,61E-07;1,04E-05
DDX39;0,153138045;0,980144625;0,743415449;1,355232396;0,175343526;
SCIN;0,84051082;0,979043743;0,27156702;4,116603424;3,84E-05;0,000386476
KCNQ5;16,00812529;0,978936245;0,248085657;4,416327324;1,00E-05;0,000117889
NCS1;0,227359074;0,978261642;0,510283823;1,922797282;0,054505514;
DLG4;0,46791061;0,976677388;0,330745666;3,226009659;0,001255291;0,007813496
TLE4;1,202209295;0,975907278;0,281724561;3,97497263;7,04E-05;0,000662494
TRAPPC2L;0,469489367;0,975128696;0,257018758;4,009848688;6,08E-05;0,000582235
ZBTB2;0,35332809;0,974777868;0,613226107;1,917581417;0,055164108;0,161185061
FAM3C;1,190382573;0,972684493;0,188832955;5,504463112;3,70E-08;7,57E-07
IGSF8;0,409057125;0,966938657;0,323474784;3,183883469;0,001453135;0,008841209
WIPI1;0,896629559;0,964650873;0,238471078;4,480135316;7,46E-06;9,10E-05
PXDC1;0,618008657;0,964053148;0,353370322;3,161808975;0,001567924;0,009410573
PFKM;0,459101668;0,961937493;0,277048248;3,705395887;0,000211061;0,001738872
LMO4;2,90212977;0,961908107;0,151688539;6,655599418;2,82E-11;1,02E-09
IFNGR1;0,328783723;0,956453085;0,477128118;2,048027134;0,040557341;0,12847639
TLE1;0,724863009;0,954997264;0,39976293;3,035400009;0,002402169;0,013395217
ARL5B;2,806957586;0,953572545;0,25897602;4,288948567;1,80E-05;0,000195646
GNG12;1,341478399;0,952495077;0,202376507;5,100859815;3,38E-07;5,71E-06
TRAPPC5;0,257311772;0,951443713;0,414515652;2,344949507;0,019029657;
FBXO36;0,261193424;0,951167594;0,651155342;1,590367692;0,111751948;
NDUFA1;2,673813229;0,950506694;0,123499445;7,973616154;1,54E-15;1,06E-13
SPARC;350,4422481;0,947258941;0,071659618;13,36253495;1,00E-40;6,22E-38
SMPDL3A;0,462080991;0,946867287;0,289351989;3,516722687;0,00043691;0,003234904
TRPS1;51,44932869;0,945827736;0,138400309;4,725328683;2,30E-06;3,18E-05
GSDME;0,656942918;0,94447856;0,270641939;3,94017036;8,14E-05;0,000751567
PMP22;2,676990684;0,944436028;0,176175483;5,803384462;6,50E-09;1,53E-07
TGFB1;1,768770629;0,944286601;0,231035931;4,546878359;5,44E-06;6,83E-05
RRM1;0,541105414;0,943734682;0,52711952;2,616104552;0,008893932;0,039520104
FIBIN;5,596397419;0,943134858;0,149065554;6,650403374;2,92E-11;1,06E-09
RPN2;2,611637152;0,942861012;0,130694696;7,494386937;6,66E-14;3,73E-12
LAMA4;0,587040843;0,941048521;0,416310921;2,953240045;0,003144573;0,016825228
NTAN1;0,830921104;0,939917628;0,222031983;4,665002942;3,09E-06;4,14E-05
FAM8A1;0,571491644;0,939170031;0,25283517;4,078203953;4,54E-05;0,000450369
ZSWIM6;4,016348788;0,936309377;0,292966578;3,860296367;0,00011325;0,001010785
RNF7;1,144439592;0,934183395;0,169092639;5,870758447;4,34E-09;1,07E-07
XRCC4;1,085011074;0,932937467;0,3313011;3,230570872;0,001235433;0,007720833
RALBP1;1,140030876;0,932303722;0,270816099;3,994898004;6,47E-05;0,000614761
OSBPL11;0,360876416;0,931451209;0,393521859;1,556711291;0,119539047;0,275436409
PALD1;0,195699812;0,93143624;0,708203812;1,564160857;0,117779797;
WLS;2,521600188;0,930629303;0,167271402;5,936420599;2,91E-09;7,36E-08
PLOD1;1,396038262;0,927925525;0,165410581;5,957313409;2,56E-09;6,58E-08
RPA1;0,394567852;0,925693842;0,389977443;2,667548277;0,007640691;0,035158499
FXYD5;3,98085095;0,924687662;0,173007888;5,758912256;8,47E-09;1,93E-07
1700021F05RIK;0,215961473;0,921308374;0,511653061;1,912079838;0,055865954;
PWWP3A;0,278636144;0,920380896;0,454002591;2,20674575;0,027331827;
STAU2;0,363339445;0,919116891;0,490491246;2,07656275;0,037841934;0,122307021
TSC22D2;6,495484394;0,91908969;0,188037785;5,068271336;4,01E-07;6,70E-06
LIPO3;0,235128153;0,918174662;0,531719553;1,893747507;0,058258532;
1810055G02RIK;0,578744219;0,917042317;0,265257211;3,838821695;0,000123626;0,00109086
TRIB2;0,554858395;0,916819098;0,336568018;3,288952637;0,001005609;0,006534358
ENDOD1;0,565814882;0,915943132;0,299683115;3,51959716;0,000432203;0,003207698
RBFOX2;5,414076464;0,915297811;0,157886673;3,298416672;0,000972317;0,006357413
CPQ;3,138942943;0,914012527;0,198469766;5,13503301;2,82E-07;4,87E-06
SIX4;0,364305568;0,913410498;0,450197677;2,382054338;0,017216357;0,066551343
TRADD;0,137410376;0,912957196;0,831551519;1,214695921;0,224482089;
PALLD;0,744524432;0,912256716;0,413964408;3,044153752;0,002333359;0,013100129
DHRS7;0,297331418;0,907676585;0,412595065;2,422418174;0,015417597;
SIAH2;0,943994999;0,906579081;0,249876511;4,095760356;4,21E-05;0,000419569
TENT5A;2,004264686;0,905762863;0,219797327;4,562145832;5,06E-06;6,46E-05
WSB2;0,595538971;0,902480551;0,297540371;3,538520313;0,000402376;0,003037135
S100A6;10,96275937;0,902369058;0,240787179;4,206027818;2,60E-05;0,000272165
PPIP5K2;0,660773185;0,90216821;0,343667899;2,781925506;0,005403744;0,026557009
EIF1B;1,173009485;0,90215475;0,179342445;5,384884111;7,25E-08;1,39E-06
ITPKB;2,691464894;0,901237867;0,335770829;3,370933141;0,00074914;0,005113912
NXT1;0,154232547;0,900295304;0,796891309;1,245271606;0,213031929;
AFF2;2,179030653;0,899226051;0,284731423;3,73014665;0,000191368;0,001595678
SDCBP;3,894832463;0,896782239;0,152631819;6,256171066;3,95E-10;1,19E-08
NEK7;2,098665652;0,896667144;0,239296753;4,180521289;2,91E-05;0,000302125
CPEB3;0,770867554;0,896616486;0,316569927;3,482811526;0,000496178;0,003592372
PPM1M;0,308269813;0,893956806;0,400087088;2,461657518;0,013829666;0,056334349
APP;8,570337198;0,892271227;0,135192723;6,946863753;3,73E-12;1,53E-10
IRF2;1,075330085;0,891066325;0,27663195;3,691183202;0,000223213;0,001819686
KAT2B;0,7160993;0,888645071;0,309358002;3,507614407;0,000452144;0,003319997
S100A13;2,141854867;0,88716629;0,194948968;4,946389177;7,56E-07;1,17E-05
KATNA1;0,837970233;0,886103127;0,286379338;3,589383788;0,000331461;0,002564876
CLIC1;1,694604396;0,885867502;0,210071578;4,661210033;3,14E-06;4,20E-05
CRIM1;8,222843896;0,88437916;0,187531138;5,168486839;2,36E-07;4,13E-06
LRRK2;0,397341809;0,883704501;0,434248147;2,433216107;0,014965366;0,060014285
FUT11;0,374164659;0,883259948;0,361610798;2,654832668;0,007934776;0,036190035
CACHD1;0,169159325;0,883193002;0,886768619;1,266283263;0,205411687;
GALNT7;0,824794697;0,883073734;0,344785195;3,076416386;0,002095051;0,012033925
TUSC2;0,153460738;0,88168517;0,755215144;1,287473248;0,197929388;
HECA;1,124621405;0,87304757;0,338487586;2,89719812;0,003765119;0,019654554
SPAST;0,613451455;0,871369907;0,370829471;2,59997357;0,009323094;0,040929371
ADGRL2;0,378176702;0,87004795;0,586124868;2,073831968;0,038094919;0,122779842
CRIP1;7,077684615;0,868703691;0,209219391;4,569032716;4,90E-06;6,26E-05
CDYL;0,697823437;0,867831411;0,359633913;2,848075603;0,004398447;0,022377687
H2AFZ;4,400871823;0,86697857;0,27174361;3,691571905;0,000222872;0,001819295
FAM126A;0,681795616;0,865242772;0,344626343;2,988212538;0,002806143;0,01526424
SLC44A1;2,83391043;0,864948359;0,160665969;5,787225299;7,16E-09;1,66E-07
ISCU;0,691789658;0,86474805;0,236174469;4,090473096;4,30E-05;0,000428562
SLC8A3;2,94740189;0,863952128;0,274501187;3,678874911;0,000234265;0,001892487
MAPRE2;2,721542996;0,862541496;0,207517979;4,649437792;3,33E-06;4,41E-05
SDC1;0,68202346;0,86195371;0,269537468;3,745267594;0,000180202;0,001513855
RABEP1;1,213792587;0,860059185;0,251145784;3,84229052;0,000121891;0,001080156
PRDX4;1,743349223;0,860016382;0,181812796;5,113009895;3,17E-07;5,38E-06
ZDHHC9;0,532675884;0,859917524;0,331750909;2,90934833;0,003621831;0,019002376
PON2;0,515952974;0,859335904;0,309929193;3,107987705;0,001883659;0,01097682
CDK11B;1,77533714;0,857748427;0,223214475;4,255757876;2,08E-05;0,000223527
LSM2;0,409284739;0,856668134;0,333203706;2,916776887;0,003536687;0,018602792
IVNS1ABP;3,879997715;0,85602504;0,149852367;6,093431293;1,11E-09;3,09E-08
LAMC1;0,559554728;0,855608822;0,312318938;3,31116912;0,00092907;0,006126736
IGFBP4;0,776209623;0,855494422;0,359739981;3,07546365;0,002101755;0,012055499
SEM1;9,040117412;0,854551765;0,074911145;11,55320858;7,11E-31;2,45E-28
AGRN;0,166565717;0,854121031;0,758130351;1,398094873;0,162084579;
ANXA4;2,079108437;0,853354672;0,161527474;5,621955847;1,89E-08;4,07E-07
RTL3;0,944196971;0,85327778;0,301541013;3,404031496;0,000663991;0,004634508
AXL;0,438300635;0,853126924;0,38672846;2,604515128;0,009200436;0,040678369
CRYBG3;1,278852014;0,850146386;0,269247569;3,589212616;0,000331678;0,002564876
PYGO2;0,421037163;0,849993891;0,366282326;2,518026158;0,011801456;0,049534218
LGALS1;0,833211173;0,849173664;0,347992107;3,173222197;0,001507571;0,009127711
LGALSL;0,544485598;0,847031137;0,274357427;3,499362656;0,000466372;0,003408355
NAMPT;0,963995829;0,846183907;0,3364356;3,069119761;0,002146905;0,012280455
DDOST;1,439629322;0,844613803;0,160151354;5,637302766;1,73E-08;3,78E-07
ARPC1B;1,902771289;0,844524236;0,185759181;4,980735097;6,33E-07;1,00E-05
HIGD1A;4,588175953;0,841163364;0,146924;6,02306259;1,71E-09;4,58E-08
GPI1;1,237825328;0,84081863;0,193504356;4,768601292;1,86E-06;2,65E-05
ABI2;0,987479524;0,839397802;0,227313915;2,41883697;0,015570217;0,062001402
CYCS;1,02844411;0,839307984;0,216749669;4,339668385;1,43E-05;0,000160587
CZIB;0,566913507;0,838818721;0,25353656;3,717984514;0,000200819;0,001663313
IGSF10;1,85644928;0,838771922;0,22873963;4,188091381;2,81E-05;0,000293205
BRD9;0,419681802;0,838065974;0,32593852;2,882895018;0,003940387;0,020398072
RNF24;0,847349836;0,834707046;0,322617297;2,981331804;0,002869977;0,015570563
FAM214A;1,158848672;0,832820724;0,312706747;3,212405806;0,001316283;0,008160429
MED14;1,625237566;0,831210586;0,281489927;3,441360364;0,000578797;0,004118529
ITM2B;5,50261014;0,829738571;0,118554007;7,274528207;3,48E-13;1,74E-11
FKBP2;0,864830624;0,829331242;0,268144862;3,643459737;0,000268998;0,002142326
RFC4;0,165851727;0,829072541;0,659030129;1,540939031;0,123331625;
RNF2;0,900837379;0,828123919;0,241078024;3,941568338;8,10E-05;0,000749309
SH3BGRL;1,919019775;0,825774648;0,161387302;5,459822182;4,77E-08;9,37E-07
MTMR11;0,342648928;0,825492169;0,474946788;1,993293245;0,046229346;0,141327114
CELF4;0,22992156;0,824417402;0,452054716;2,045480513;0,040807509;
ADCY3;0,420624079;0,823659017;0,47482297;1,905052754;0,056773214;0,164187712
DPYSL2;0,756367653;0,822171451;0,307471479;3,283412823;0,001025584;0,006643301
KCNK1;0,184055777;0,821785179;0,657437754;1,496556759;0,134508629;
ATG4B;0,783059344;0,818407511;0,245405321;3,851439968;0,000117425;0,001045052
PRKCH;0,226156821;0,817390576;0,676415088;1,391419294;0,164098317;
CTDSP2;1,955733194;0,817294728;0,150367837;5,799726009;6,64E-09;1,56E-07
EEA1;1,655461687;0,816667488;0,213884467;4,297710723;1,73E-05;0,000190099
EHBP1L1;0,283869476;0,814931124;0,49410501;2,107184235;0,035101613;
GM2A;0,524289151;0,814506943;0,27628516;3,343321073;0,000827821;0,005565391
TOMM5;0,934995612;0,812906059;0,202340175;4,441944558;8,91E-06;0,000105485
SOD1;1,856272419;0,812367068;0,153379378;5,632253698;1,78E-08;3,85E-07
DNAJC9;0,314254364;0,81218612;0,467255661;2,090077866;0,036610806;0,119383897
TGFBR1;1,771614149;0,810981585;0,246460863;3,779228893;0,000157315;0,001338684
NR4A3;2,770255951;0,810871176;0,330211555;3,149232526;0,001636999;0,009759152
STN1;0,224141436;0,810765137;0,491540663;1,91677885;0,055266033;
AGTPBP1;0,798658116;0,806858587;0,324693503;2,9705514;0,002972657;0,016057515
COX18;0,262514117;0,805969332;0,532442252;1,728687447;0,083865049;
FBN1;2,124236779;0,803698658;0,241604676;3,824693743;0,000130935;0,001142895
DNAJC11;0,298554379;0,802866145;0,397098616;2,227796811;0,025894068;
CRLF3;1,124995911;0,802627262;0,228484501;3,943225883;8,04E-05;0,000746488
CALM2;7,623999379;0,802310362;0,138395622;6,128344627;8,88E-10;2,54E-08
NDUFAF3;0,229801506;0,801045547;0,486608226;1,806047866;0,070910863;
CMTM4;0,307938398;0,799740292;0,551671221;1,790784374;0,073327904;0,1944144
ATP2B1;5,976011275;0,799659198;0,158366005;5,409078753;6,33E-08;1,23E-06
TAF4B;2,168111888;0,799337894;0,337892444;2,885727663;0,003905099;0,020266062
MIEN1;0,709552961;0,79863756;0,220020802;4,033231124;5,50E-05;0,000537349
TSPAN5;0,806089817;0,798622064;0,278951488;3,483183879;0,000495488;0,003591565
PLBD2;0,755447592;0,797767357;0,212920882;4,172380822;3,01E-05;0,000312605
PID1;3,796612654;0,797590573;0,268941102;3,534505689;0,000408539;0,003076172
FUCA1;1,122125242;0,797019444;0,19180406;4,574849962;4,77E-06;6,10E-05
IL17D;2,416247556;0,796493536;0,171382174;5,009689669;5,45E-07;8,77E-06
HOXA9;0,67107809;0,796396968;0,304521357;3,073681185;0,002114353;0,012116566
SEC61B;5,925842638;0,794897377;0,103932752;7,857616409;3,92E-15;2,59E-13
RABAC1;3,052692406;0,7944823;0,112814304;7,328104713;2,33E-13;1,20E-11
TMEM160;0,738829294;0,792423938;0,232967805;3,87103317;0,000108375;0,000974278
BCL6;2,235149268;0,79205149;0,251273893;3,648615599;0,000263657;0,002105191
ABHD17C;0,299923621;0,790859053;0,401820106;2,318670524;0,020412908;
SLC9A3R2;0,317086025;0,790793361;0,428258892;2,076149052;0,037880168;0,122366928
EIF2B5;0,308426829;0,790423402;0,415321644;2,146206518;0,031856506;0,107005183
FAM162A;2,45434473;0,790371422;0,166883803;5,097789531;3,44E-07;5,79E-06
SARS;0,584971899;0,790271826;0,236460564;3,725235661;0,000195133;0,001620542
PDIA6;3,825370972;0,788840567;0,115686463;7,063845712;1,62E-12;7,24E-11
SPRYD3;0,487470628;0,788023786;0,280960309;3,191085558;0,001417393;0,008666186
DUSP7;0,210430724;0,787286144;0,537580031;1,729787366;0,083668273;
BCAR1;0,269340169;0,786003051;0,441363391;2,144827863;0,031966613;
GSN;5,989077165;0,785452697;0,167003771;5,058570146;4,22E-07;6,99E-06
FBXO11;2,490517164;0,783816937;0,199800758;1,211544046;0,225686964;0,416508444
CD9;15,26249705;0,783415839;0,104720152;7,743048238;9,71E-15;6,09E-13
GNB4;0,899012971;0,783000567;0,257748774;3,517786901;0,000435162;0,003225805
TMEM63A;0,899365093;0,782112191;0,241450776;3,830188709;0,000128045;0,001121884
KREMEN1;0,7804774;0,78210348;0,32869317;2,833306257;0,004606923;0,023266831
GLTP;0,437191072;0,779923309;0,349960094;2,784770152;0,005356568;0,026406304
FAM104A;1,534878351;0,779743419;0,186884411;4,550525162;5,35E-06;6,76E-05
TUBA1B;3,103961232;0,778009707;0,254575388;3,550025455;0,000385194;0,002928794
PLEKHG5;0,356669347;0,777521663;0,405744399;2,315869343;0,020565404;0,076544211
TSC22D3;1,594643272;0,776880758;0,219981309;3,980522602;6,88E-05;0,000649182
HERPUD1;1,857302648;0,776678689;0,163636882;5,131714617;2,87E-07;4,93E-06
MXRA7;1,157044294;0,77582117;0,211944298;4,16207117;3,15E-05;0,000325974
TBX15;4,76529545;0,775527054;0,172905149;4,931826478;8,15E-07;1,25E-05
ATP2B4;1,166614259;0,775480348;0,323703559;2,955747282;0,003119125;0,016717867
ZHX3;2,984524524;0,775351037;0,210725342;4,21729454;2,47E-05;0,000260326
WSB1;3,714433828;0,77500061;0,162824038;5,199894178;1,99E-07;3,57E-06
TRIM8;0,290275445;0,774407582;0,424802546;2,2591929;0,023871388;
CLK3;0,30969827;0,774091643;0,39988696;2,184802468;0,028903333;0,099088027
RTL8B;0,236242307;0,773754338;0,462170938;1,961885283;0,049775842;
ATP5H;3,79670718;0,773745992;0,097466168;8,174470155;2,97E-16;2,31E-14
CCDC167;0,345663408;0,772457512;0,36089371;2,536032238;0,011211641;0,047768666
CD47;1,161421136;0,772314178;0,207764145;4,186711556;2,83E-05;0,000294498
SEC11C;0,58834637;0,771641987;0,24691821;3,574419963;0,000351005;0,002696766
TMEM222;0,344440096;0,770858029;0,339398085;2,579307707;0,009899856;0,042945464
ARHGEF2;0,416279131;0,770827463;0,357346858;2,483616194;0,01300559;0,053717236
