nct,n,child,known_growth_drug,n_growth_reported,intervention,condition,first_reported_growth_outcome,title
NCT02155608,62,True,False,1,"Active eTNS, Sham eTNS",Attention Deficit Hyperactivity Disorder (ADHD),Height,Trigeminal Nerve Stimulation for ADHD
NCT02913482,62,True,False,1,Risdiplam,"Muscular Atrophy, Spinal","Part 2: Anthropometric Examination of Height, Head Circumference and Chest Circumference Measured in Centimeters","Investigate Safety, Tolerability, PK, PD and Efficacy of Risdiplam (RO7034067) in Infants With Type1 Spinal Mu"
NCT02064985,61,False,False,1,"Inhibition of Platelet Aggregation by ""Brilinta""(Ticagrelor)",Stable Coronary Heart Disease (CHD),Safety---Vital Signs Over Time---Height,Ticagrelor China Pharmacokinetic/Pharmacodynamic Study
NCT02623348,60,False,False,1,pedometer,End-stage Renal Disease,Change in Total Body Muscle Mass (Adjusted by Height Squared),Use of Pedometers to Measure and Increase Walking Among Patients With ESRD
NCT01647282,60,False,False,1,"locally-applied minocycline HCl (1 mg), scaling and root planing (Sc/RP)",Moderate to Advanced Chronic Periodontitis,"Change in Interproximal Bone Height Loss, Probing Depth and Clinical Attachment Level Over 24 Months",Local Minocycline to Reduce Future Inflammation and Bone Loss in Periodontal Maintenance Patients
NCT05479435,60,False,False,1,"Blue Prescription Exercise Program, Video Based Home Exercise Program, Supervise",Type 2 Diabetes,Height,Comparison Effects Of Different Exercise Approaches On Type 2 DM Women
NCT03020719,60,True,False,1,"Oral Glutathione, Placebo",Cystic Fibrosis,Change in Height-for-age Z-score,The Role of Oral Glutathione on Growth Parameters in Children With Cystic Fibrosis
NCT01844765,59,True,False,1,nilotinib,Philadelphia Positive (Ph+) Chronic Myelogenous Leukemia,Growth Data: Abnormal Height Standard Deviation Scores (SDS) Changes by Cohort,"Open Label, Phase II Study to Evaluate Efficacy and Safety of Oral Nilotinib in Philadelphia Positive (Ph+) Ch"
NCT00418977,59,True,False,1,"Family-Based Therapy (""Maudsley Method""), Individual Supportive Psychotherapy",Eating Disorders,Height,Comparing the Effectiveness of Two Therapies to Treat Signs of Anorexia Nervosa in Adolescents
NCT02682381,59,True,False,1,"Teduglutide 0.05mg/kg, Teduglutide 0.025 mg/kg, Standard of Care",Short Bowel Syndrome,Change From Baseline in Body Height Z-score at Week 28,Short Bowel Syndrome Research Study for Children Up To 17 Years of Age on Parenteral Nutrition
NCT02075554,58,False,False,1,CALIBER,Degenerative Disc Disease,Fusion and Disc Height Maintenance,Study of an Expandable Interbody Device for the Lumbar Spine
NCT04115189,57,False,False,1,Sunitinib,Metastatic Renal Cell Carcinoma ( mRCC),Demographic Characteristic of Participants: Height,A Retrospective Medical Record Review of First-Line Sunitinib Administration Schedules and Outcomes Among Pati
NCT04085523,57,True,False,1,"TransCon CNP, Placebo for TransCon CNP",Achondroplasia,Annualized Height Velocity (cm/Year) After 52 Weeks of Double-blind Treatment,"A Dose Escalation Trial Evaluating Safety, Efficacy, and Pharmacokinetics of TransCon CNP Administered Once We"
NCT05523362,56,False,False,1,Dexcom continuous glucose monitor,Type 2 Diabetes,Change in Body Mass Index From Height and Weight,Feasibility and Clinical Utility of the Dexcom G6 Continuous Glucose Monitoring Device for Type 2 Diabetes
NCT06001177,55,False,False,1,"KAN-101, Placebo","Celiac Disease, Coeliac Disease",Changes From Baseline in Villous Height to Crypt Depth (Vh:Cd) as Assessed by Esophagogastroduodenoscopy With Biopsy After 2-week Gluten Challenge (GC),"A Study of Efficacy, Safety, and Tolerability of KAN-101 in People With Celiac Disease"
NCT02798289,55,False,False,1,Oculeve Intranasal Neurostimulator,"Dry Eye Syndrome, Keratoconjunctivitis Sicca",Tear Meniscus Height Captured by Optical Coherence Tomography,Acute Tear Production Following Single Use of the Oculeve Intranasal Neurostimulator
NCT01624194,54,True,False,1,"Oxytocin nasal spray, Placebo",Autism,Change From Baseline in Height.,Intranasal Oxytocin Treatment for Social Deficits in Children With Autism
NCT01733732,54,False,False,1,"SYSTANE® BALANCE Lubricant Eye Drops, SYSTANE® Gel",Dry Eye Syndrome,Mean Change From Baseline in Tear Meniscus Height (TMH) by Visit,SYSTANE® BALANCE Symptoms (OSDI) & Inflammatory Biomarkers
NCT00448916,54,True,False,1,Pregabalin,"Epilepsies, Partial",Height at Month 12/Early Termination.,Open-Label Extension Study Of Safety And Tolerability Of Pregabalin In Pediatric Patients With Partial-Onset S
NCT01947907,53,True,True,1,"ACP-001, Human Growth Hormone",Growth Hormone Deficiency (GHD),Annualized Height Velocity,"Safety, PK/PD (Pharmacokinetics/Pharmacodynamics) and Efficacy of ACP-001 Weekly Versus Daily hGH in Children "
NCT01438411,53,True,False,1,Cholic Acid,Bile Acid Synthesis Defect,Physical Examinations: Height,"Open Label, Continuation Study of Cholic Acid in Subjects With Inborn Errors of Bile Acid Synthesis"
NCT04606823,52,False,False,1,"Minimally invasive surgery, Glasgow Benefit Inventory (GBI), Additional follow-u",Hearing Loss,"IPS (Inflammation, Pain, Skin Height) Scores",Ponto Implantation Using a Minimally Invasive Surgical Technique
NCT01947517,52,True,False,1,"Parasol Punctal Occluder, Superflex Punctal Occluder",Dry Eye,Tear Meniscus Height,The Retention Rate Between Brand A and Brand B Punctal Plugs
NCT03625466,51,True,False,1,"LUM/IVA, LUM/IVA, Placebo",Cystic Fibrosis,Part 1: Absolute Change in Stature-for-age Z-score at Week 48,A Study to Explore the Impact of Lumacaftor/Ivacaftor on Disease Progression in Subjects Aged 2 Through 5 Year
NCT02188849,50,False,False,1,"Resistance exercise training, Creatine",Muscle Weakness,Rectus Femoris Cross Sectional Height,Effects of Creatine Supplementation on Muscle Mass and Function Among Older Women Subjected to Resistance Trai
NCT02909959,48,True,False,1,"Sulforaphane, Placebo","Autism Spectrum Disorder, Autistic Disorder, Neurodevelopmental Disord",Least Squares Mean of Vital Signs (Height),Sulforaphane for the Treatment of Young Men With Autism Spectrum Disorder
NCT01759537,48,False,False,1,"Ankylos dental endosseous implants-Sub-crestal, Ankylos dental endosseous implan","Mouth, Edentulous",Change in Mid-Buccal Soft Tissue Height,Study to Evaluate Bone and Gum Dimension Changes Around Dental Implants Placed in Different Positions in Bone.
NCT02223767,47,False,False,1,"Experimental: Verum TMS, Experimental: Sham TMS",Phobia,"Subjective Anxiety in Height Situation (BAT), Differences From Pre (Baseline) to Post Therapy (Week 4)",TMS Augmented Exposure Therapy
NCT03566680,46,False,False,1,Orthokeratology,"Dry Eye, Contact Lens Complication",Tear Meniscus Height,Treating Contact Lens Discomfort With Orthokeratology
NCT02154386,46,False,False,1,Ridge preservation using DFDBA,Bone Augmentation,Change in Buccal Ridge Height,Effect of Healing Time on New Bone Formation Following Tooth Extraction and Ridge Preservation With Deminerali
NCT03110003,45,False,False,1,"10 mg Bupivacaine, 5 mg Bupivacaine","Spinal Anesthesia, Epidural; Anesthesia",Peak Block Height,Bupivacaine With Epidural Volume Extension
NCT00864851,44,False,False,1,Replagal,Fabry Disease,Change From Baseline to Month 12 in Left Ventricular Mass Indexed to Height (LVMI),Safety and Efficacy Study of Several Replagal Dosing Regimens on Cardiac Function in Adults With Fabry Disease
NCT01207908,44,True,True,1,IGF-1,Duchenne Muscular Dystrophy,Difference in Height Velocity Between Groups (Control Minus IGF-1) for Change at 6 Months Versus Baseline,Safety and Efficacy Study of IGF-1 in Duchenne Muscular Dystrophy
NCT02663453,44,True,False,1,"multicomponent lipid emulsion, pure soybean oil lipid emulsion",Cholestasis,Height Gain,Effectiveness of Multicomponent Lipid Emulsion in Preterm Infants Requiring Parenteral Nutrition
NCT03782701,43,False,False,1,"Brimonidine tartrate ophthalmic solution 0.025%, Sterile balanced saline solutio",Eyelid Droop,Palpebral Fissure Height,The Effect of Lumify™ Eyedrops on Eyelid Position
NCT02664441,42,True,False,1,"Exenatide, placebo",Hypothalamic Obesity,Percent Change of Body Mass Index (BMI) as Calculated by the Formula: Body Weight in kg Divided by Height in Meters².,Energy Balance & Weight Loss in Craniopharyngioma-related or Other Hypothalamic Tumors in Hypothalamic Obesity
NCT00001305,42,True,True,1,Humatrope,Osteogenesis Imperfecta,Proportion of Subjects Who Met Criteria of Increase in Growth Rate Since Baseline.,Growth Hormone Therapy in Osteogenesis Imperfecta
NCT04718896,41,True,False,1,bimekizumab,Moderate to Severe Plaque Psoriasis,Change From Baseline in Height,"A Study to Assess the Pharmacokinetics, Safety, and Efficacy of Two Doses of Bimekizumab in Adolescent Study P"
NCT03534427,40,True,False,1,Jump rope exercise intervention,"Prehypertension, Blood Pressure, Abdominal Obesity, Adiposity",Height,"The Effects of a Jump Rope Exercise Program on Vascular Health, Inflammatory Markers in Prehypertensive Adoles"
NCT01110967,40,False,False,1,,"Degenerative Disc Disease, Lumbar, Disc Herniation, Lumbar",Device Subsidence Measured as Interbody Height Ratio (IBHR),Satellite™ PEEK Nucleus Replacement Retrospective Analysis
NCT01747330,40,True,False,1,Pancreatin,Pancreatic Exocrine Insufficiency,Height,Evaluation of Safety and Tolerability of Creon Micro in Children Younger Than Four Years With Pancreatic Exocr
NCT05247034,39,False,False,1,"Cocoa, Placebo",Diabetic Neuropathies,Waist-to-Height Ratio,Effect of Cocoa Supplementation Peripheral and Autonomic Diabetic Neuropathy
NCT01342952,38,True,False,1,Ambrisentan,"Hypertension, Pulmonary",Change From Baseline in Vital Sign Parameter: Height,Long-term Ambrisentan Extension Study for Pediatric Patients Who Participated in AMB112529
NCT01856907,36,False,False,1,"Sitagliptin-Metformin, Metformin, Placebo pill",Disorder of Glucose Regulation,Waist-to-Height Ratio,Sitagliptin + Metformin Compared to Metformin Monotherapy and Placebo in Women With a Recent GDM
NCT01705145,35,True,False,1,Ivacaftor,Cystic Fibrosis,Part B: Absolute Change From Baseline in Stature at Week 24,Study of Ivacaftor in Cystic Fibrosis Subjects 2 Through 5 Years of Age With a CFTR Gating Mutation
NCT03847909,35,True,False,1,"DCR-PHXC, Sterile Normal Saline (0.9% NaCl)","Primary Hyperoxaluria Type 1 (PH1), Primary Hyperoxaluria Type 2 (PH2)",Change From Baseline in Vital Signs: Height,A Study to Evaluate DCR-PHXC in Children and Adults With Primary Hyperoxaluria Type 1 and Primary Hyperoxaluri
NCT01124643,35,False,False,1,Replagal,Fabry Disease,Change From Baseline in Left Ventricular Mass Indexed to Height (LVMI),Extension Study of TKT028 Evaluating Safety and Clinical Outcomes of Replagal® in Adult Patients With Fabry Di
NCT04120363,34,False,True,1,"Testosterone Undecanoate, Sesame Oil","Caloric Restriction, Exercise, Sleep",Vertical Jump Height,Trial of Testosterone Undecanoate for Optimizing Performance During Military Operations
NCT01714310,34,True,False,1,"lisdexamfetamine, Placebo, fluoxetine",Severe Mood Dysregulation,Height,Characterization and Sequential Pharmacotherapy of Severe Mood Dysregulation
NCT03738475,34,False,False,1,"TIMP-GLIA, Placebo",Celiac Disease,Change From Baseline in Ratio of Villus Height to Crypt Depth (Vh:Cd) at Day 29,"Study of the Safety, Pharmacodynamics, Efficacy, and PK of TIMP-GLIA in Subjects With Celiac Disease"
NCT00319020,33,True,False,1,Bosentan,Pulmonary Arterial Hypertension,Change From Baseline to End of Study (EOS) in Height for Age.,Bosentan in Children With Pulmonary Arterial Hypertension Extension Study
NCT05715346,33,False,False,1,"LEV102 1.0%, LEV102 2.0%, Vehicle",Acquired Blepharoptosis,Upper Eyelid Height,LEV102 Topical Gel in Acquired Blepharoptosis
NCT00167661,33,True,False,1,Campath-1H,Disorder Related to Renal Transplantation,Growth Post-transplant Reported by Height Z Score,Campath-1H Induction to Allow Steroid Free Immunosuppression in Pediatric Renal Transplantation
NCT02104219,32,True,False,1,,Hypophosphatasia (HPP),Change in Height Z-score From Baseline to Last Assessment,"Retrospective, Non-interventional Natural History of Patients With Juvenile-onset Hypophosphatasia (HPP)"
NCT00796926,30,False,False,1,"Systane Ultra eyedrops, Refresh eye drops","Xerophthalmia, Blepharitis",Superior and Inferior Tear Meniscus Height,Trial to Compare the Efficacy of Systane Ultra and Refresh Drop in the Treatment of Dry Eye in Asian Eyes
NCT05734443,30,False,False,1,"step training, treadmill training",Accidental Fall,Sacrum Height at Touchdown of the First Recovery Step,Effects of Task-Specific Step Training on Reactive Balance
NCT03707977,30,True,False,1,"ART, VRC01LS, 10-1074",HIV Infection,Height Z-scores of Virally Suppressed Children Receiving bNAbs,Dual bNAb Treatment in Children
NCT04965116,30,False,False,1,Progestin Only Contraceptive Pills,"Contraception, Breastfeeding",Change in Infant Height,Progestin-Only Pill Use and Breastfeeding Study
NCT02552810,30,False,False,1,"Steam clean, Plasma of Argon","Endosseous Dental Implant Failure, Alveolar Bone Loss","Esthetic Parameters Measured as the Changes in Mesial and Distal Papilla Height (PH) and Buccal Peri-implant Mucosa Changes at the Zenith (REC), Expressed in mm.",Plasma of Argon Cleaning on Implant Abutments: 5-year Results of a Randomized Clinical Trial
NCT00561340,29,True,False,1,"Pediasure, Nutritional counseling",ADHD,Height Change,Study of the Effect of Calorie Supplementation on Growth in Young Children on ADHD Medication
NCT06380179,29,False,False,1,"THOR3 training + Photobiomodulation Therapy (PBMT), THOR3 training + sham PBMT","Photobiomodulation Therapy, Photomedicine, Low-Level Laser Therapy, Pe",Body Measurements: Height (Inches),Photomedicine Project 14: PBMT for Performance Enhancement in SOF
NCT02633020,28,False,False,1,"AMG 714, Placebo","Type II Refractory Celiac Disease (RCD-II), In-situ Small Bowel T-cell",Percent Change From Baseline in Villous Height to Crypt Depth (VH:CD) Ratio,Study to Evaluate the Efficacy and Safety of AMG 714 in Adult Patients With Type II Refractory Celiac Disease
NCT02791438,27,True,False,1,"Azilsartan, Placebo",Pediatric Hypertension,"Number of Participants With TEAEs Related to Anthropometric Measurement (Weight, Height and Body Mass Index (BMI))",A Phase 3 Long-term Study of TAK-536 in Pediatric Patients 6 to Less Than 16 Years With Hypertension
NCT05001269,27,True,False,1,nedosiran,"Primary Hyperoxaluria, Primary Hyperoxaluria Type 1, Primary Hyperoxal",Change From Baseline in Vital Sign Assessment- Height,Nedosiran in Pediatric Patients From Birth to 11 Years of Age With PH and Relatively Intact Renal Function
NCT01808794,27,False,False,1,"Mucograft, Dynamatrix",Partial Edentulism,Alveolar Bone Height,Comparison of Two Different Membranes
NCT02914314,26,True,False,1,perampanel,Epilepsy,Core Phase and Extension Phase: Mean Change From Baseline in Height,Pharmacokinetic Study With an Oral Suspension of Perampanel as Adjunctive Therapy in Pediatric Subjects With E
NCT00980278,26,False,False,1,"Sinus lift augmentation and dental implant, Aastrom BRCs",Tooth Loss,Change in Linear Radiographic Bone Height,Bone Tissue Engineering Using Autologous Bone Repair Cell (BRC) Therapy for Sinus Floor Bone Augmentation
NCT04004611,26,True,False,1,Mirikizumab,Ulcerative Colitis,Height Velocity (in Centimeters/Year),A Study of Mirikizumab (LY3074828) in Children and Teenagers With Ulcerative Colitis (UC)
NCT06004895,26,False,False,1,"Actual IPL, Sham IPL, LLLT","Dry Eye Syndromes, Meibomian Gland Dysfunction",Change From Baseline in Tear Meniscus Height to the Final Follow-up 3 Months After Final Treatment Session,Mechanisms of Light-based Therapies for Dry Eye Disease
NCT01851655,25,True,False,1,Plyometric Exercise,Anterior Cruciate Ligament Reconstruction,Change in Vertical Jump Height.,Anterior Cruciate Ligament Reconstruction and Plyometric Exercise
NCT02148263,25,True,False,1,senofilcon A,Contact Lens Comfort,Between-Group Difference in Tear Volume as Measured by Tear Meniscus Height (TMH),Contact Lens Adaptation in Neophytes
NCT00539734,25,False,False,1,ranibizumab,Age-related Macular Degeneration,Height (Amplitude) of Multifocal ERG Signal,Changes in Retinal Function After Intravitreal Ranibizumab for Age-related Macular Degeneration
NCT03494816,24,False,False,1,Axitinib Oral Tablet,"Renal Cell Carcinoma, Metastatic Renal Cell Carcinoma, Non-metastatic ",Change in Venous Tumour Thrombus (VTT) Height,Study of Axitinib for Reducing Extent of Venous Tumour Thrombus in Renal Cancer With Venous Invasion
NCT04455035,24,True,False,1,"Comparator: Retrospective Group(Control), Prospective Group",Cleft Lip and Palate,Changes in Soft Tissue as Indicated by Nostril Height Measured From Extraoral Clinical Photographs,DynaCleft® Effects on Soft Tissues and on Quality of Life for Incomplete Unilateral Cleft Lip Infants
NCT05116540,24,False,False,1,"HB-adMSCs, Placebo",Multiple Sclerosis,Baseline Vitals Values - Height,Randomized Double-Blind Phase 2 Efficacy and Safety of Autologous HB-MSCs vs Placebo for Treatment of Multiple
NCT03327402,24,True,False,1,SHP465,Attention Deficit Hyperactivity Disorder (ADHD),Change From Baseline in Height at Final On-Treatment Assessment,"Safety, Tolerability and Pharmacokinetics of SHP465 in Children Aged 4 to 5 Years With Attention-Deficit/Hyper"
NCT02562235,24,True,False,1,"Riociguat (Adempas, BAY63-2521)","Hypertension, Pulmonary",Number of Subjects With Transitions From Baseline in Bone Age Compared to Chronological Age,Riociguat in Children With Pulmonary Arterial Hypertension (PAH)
NCT02097420,23,True,False,1,Mitral valve replacement SJM™ Masters HP™ 15mm Rotatable Mechanical Heart Valve,"Mitral Valve Disease, Damaged Mitral Valve, Malfunctioning Mitral Hear",Percentage Change in Height Percentiles From Baseline to 12 Months,HALO: A Single Arm Prospective Investigation of the SJM™ Masters HP™ 15mm Rotatable Mechanical Heart Valve
NCT03670004,23,False,False,1,,"Amputation, Elderly","Foot's Height During the Swing Phase of Walking (i.e., Foot Clearance) Measured in Centimeter",Falls in Older Persons With Limb Loss
NCT05337696,23,False,False,1,"Vertebral Implant PEEK Procedure, Vertebral Implant PEEK (VIP) implant","Vertebral Compression Fractures, Osteoporotic Vertebral Compression Fr",Vertebral Height,Circumferential Vertebral Reconstruction of Osteoporotic Compression Fractures Using a Novel Bipedicular Peek 
NCT03768726,23,True,False,1,"Ziprasidone, Placebo",Bipolar Disorder,"Change From Baseline in Height and Waist Circumference at Week 6, 26 and Follow-up Visit",Extension Study Evaluating The Safety And Tolerability Of Flexible Doses Of Oral Ziprasidone In Children And A
NCT00109473,22,True,True,1,"growth hormone, cortecosteroid",Crohn's Disease,Height Velocity,Trial of Growth Hormone Therapy in Pediatric Crohn's Disease
NCT03870737,22,True,False,1,Active TNS,Attention Deficit Hyperactivity Disorder (ADHD),Height,Four-week Open-trial Extension TNS for ADHD
NCT03862482,22,False,False,1,"Brånemark® 2, Swede-Vent® 2, Screw-Vent® 1 (Configuration 1), Brånemark® 1, Swed","Jaw, Edentulous",Comparison of Soft Tissue Healing: Height (mm) of Keratinized Tissue After 25 Years of Function,Peri-Implant Healing Around Two Different Machined-Collar Designs After 25 Years of Function
NCT02357576,22,True,False,1,Intralipid 20% I.V. Fat Emulsion,Cholestasis,Adequacy of Growth as Evaluated by Z-scores for Height,Standard Lipid Therapy vs IVFE Minimization for Prevention of PNALD
NCT05441683,22,False,False,1,"horizontal extending incision, vertical releasing incision",Malocclusion,Vertical Bone Height (VBL),Comparing of the Clinical Outcome of Periodontal Accelerated Osteogenic Orthodontics With Horizontal or Vertic
NCT03683758,21,False,False,1,"FIFA11+, 'Usual' Soccer Warm-up","Soccer, Exercise, Athletic Performance",Percentage Change From Baseline in Squat Jump Height After an 8 Week Intervention,"Effects of the FIFA11+ Warm-up Program on Speed, Agility, and Vertical Jump Performance in Adult Female Amateu"
NCT06366022,21,False,False,1,"The tunnel technique for root coverage with CTG with inner side of the graft, Th",Gingival Recession,GR Change (Gingival Recession Height Change) GT Change (Gingival Thickness) KTW Change (Keratinized Tissue Width),Evaluation of the Treatment of Multiple Gingival Recession Using Modified Coronally Advanced Tunnel With Subep
NCT00931892,21,True,False,1,"Gluten, Gluten",Celiac Disease,Crypt Depth to Villous Height Ratio,Serum Markers in Gluten Challenge
NCT03370042,20,False,False,1,"semilunar coronally positioned flap with free gingival graft, semilunar coronall",Gingival Recession,Recession Height,Single Stage Root Coverage for Gingival Recession With or Without Free Gingival Graft
NCT02617901,20,True,False,1,Left hand DXA,"Bone Diseases, Developmental",Number of Participants With Observer Agreement Between Bone Age as Assessed From Left Hand and Wrist DXA Compared to Radiographs,Developing a COMputerised Bone Age Tool
NCT02060279,20,True,False,1,"Lifestyle intervention and carotenoid supplements, Lifestyle intervention and pl",Pediatric Obesity,Waist to Height Ratio,Family-based Lifestyle Intervention Program and Carotenoid Supplementation for Children With Obesity
NCT01061775,19,True,False,1,Exenatide,Hypothalamic Obesity,Waist to Height Ratio (WHtR),Effects of Exenatide on Hypothalamic Obesity
NCT03888391,18,True,False,1,Active TNS,Attention Deficit Hyperactivity Disorder (ADHD),Height,12 Month Open Extension of TNS for ADHD.
NCT02733367,18,True,False,1,Infacort®,Adrenal Insufficiency,Growth Velocity,Extension Study for Patients Entered Into Study Infacort 003
NCT02975804,18,True,False,1,Tymo,"Cerebral Palsy, Exercise Therapy, Postural Balance",Height,RCT on Interactive Computer Play on Trunk Control in CP
NCT00212758,17,True,True,1,Nutropin AQ,"Kidney Failure, Chronic, Growth Hormone Deficiency",Change in Height at 56 Weeks,A Study to Optimize Growth Hormone Dosing in Children With Chronic Kidney Disease by Measuring IGF-1 Levels in
NCT03409796,16,False,False,1,Gluten,Celiac Disease,Change From Baseline in Small Intestine Histology Based on Villous Height to Crypt Depth (Vh:Cd) Ratio,Assessment of Immune Activation and Tolerance in Celiac Disease During Gluten Challenge
NCT04764448,16,False,False,1,"Belcesiran, Placebo, Belcesiran, Placebo, Belcesiran, Placebo",Alpha 1-Antitrypsin Deficiency,Vital Signs: Height at Baseline,A Study of Belcesiran in Patients With AATLD
NCT01361867,15,False,False,1,Robot-induced perturbations,Healthy Subjects,Step Height Adaptation,Robotic Assessment of Lower Extremity Motor Learning
NCT02318264,15,False,False,1,Kinesio Tape,"Healthy Subjects, Changes Based on Duration of Tape Application, Direc",Vertical Jump Height Immediately Post Tape Administration,Influence of Elastic Tape on Activation of the Quadriceps Muscle During Selected Resisted and Weight Bearing E
NCT02338609,15,True,False,1,Everolimus,Growth and Development,Number of Participants With Notably Low and Notably High Height and Body Mass Index (BMI) Standard Deviation Score (SDS),Long-term Monitoring of Growth and Development of Pediatric Patients Previously Treated With Everolimus
NCT02144337,13,True,False,1,Steps To Active Kids (STAK) programme,"Type 1 Diabetes Mellitus, Physical Activity","Change in Clinical Outcome Measures (Hba1c, Height, Weight)",Physical Activity in Children With Type 1 Diabetes Study
NCT00952484,13,True,False,1,"asfotase alfa, asfotase alfa",Hypophosphatasia (HPP),Change in Height (Z-scores),Safety and Efficacy of Asfotase Alfa in Juvenile Patients With Hypophosphatasia (HPP)
NCT03136913,13,False,False,1,"Cytoplast® TXT-200, MinerOss® Cortical and Cancellous Chips (FDBA), Open Flap Te",Loss of Teeth Due to Extraction,Mean Difference in Alveolar Bone Height Change,A Comparison Between Primary and Secondary Flap Coverage in Extraction Sites: A Pilot Study
NCT04966741,12,True,False,1,Setmelanotide,"Bardet-Biedl Syndrome, POMC Deficiency Obesity, PCSK1 Deficiency Obesi",Mean Change From Baseline in Bone Age,Setmelanotide in Pediatric Participants With Rare Genetic Diseases of Obesity
NCT04161079,12,False,False,1,Medtentia Annuloplasty Ring (MAR),"Mitral Regurgitation, Mitral Insufficiency","Performance: Change in Mitral Regurgitation Parameters (Coaptation Height), as Measured by TTE",5-Year Follow-Up Safety and Performance Evaluation of the Medtentia Annuloplasty Ring in Adults
NCT00486889,12,True,False,1,alglucosidase alfa,"Pompe Disease, Glycogen Storage Disease Type II (GSD-II), Acid Maltase",Recumbent Height/Length of Participants in Centimeters (cm),Growth and Development Study of Alglucosidase Alfa
NCT05205486,12,False,False,1,Cefazolin 3gm for Injection USP and Dextrose Injection USP,Infections,Vital Signs: Height,Pharmacokinetics and Safety of Cefazolin 3gm DUPLEX in Adults
NCT02703480,11,False,False,1,"d-PTFE, Ti-mesh",Vertical Alveolar Bone Loss,Changes in Vertical Bone Height,Comparing the Efficacy and Morbidity of Two Vertical Ridge Augmentation Techniques
NCT01173016,11,True,False,1,Laronidase,Hurler Syndrome,Changes in Growth Velocity,Administration of IV Laronidase Post Bone Marrow Transplant in Hurler
NCT00511329,10,True,True,1,somatropin [rDNA origin] for injection,"Arthritis, Juvenile Rheumatoid, Crohn Disease",The Primary Outcome Variables Will be Height and Weight Z Score.,Growth Hormone in Children With Juvenile Rheumatoid Arthritis (JRA) and With Crohn's Disease
NCT04420949,10,False,False,1,Sensory re-weighting,"Dizziness, Vertigo, Motion Sickness",Multisensory Balance Evaluation (MBE) as Measured by the Intersection Point Height,Sensory Training for Visual Motion Sickness
NCT04517253,10,True,False,1,Baricitinib,"Nakajo-Nishimura Syndrome, Chronic Atypical Neutrophilic Dermatosis Wi",Change From Baseline in Growth Velocity (Height and Weight Z Score) (Primary Treatment and Maintenance Period),"A Study of Baricitinib (LY3009104) in Adult and Pediatric Japanese Participants With NNS/CANDLE, SAVI, and AGS"
NCT03374787,10,True,False,1,Fusion Sound Processor,"Conductive Hearing Loss, Mixed Hearing Loss","IPS (Inflammation, Pain, Skin Height/Numbness) Evaluation",Evaluation of Sound Processor for a Transcutaneous System
NCT02255149,10,False,False,1,Bone/Mesh,Alveolar Bone Loss,Bone Height,A Feasibility Study for Growth Bone Vertically With Titanium Mesh and Allograft in Lower Posterior Jaw
NCT03274999,10,False,False,1,TrueTear™ Application,Dry Eye Syndromes,Change From Baseline (Pre-application) in Tear Meniscus Height (TMH) at Eye Opening and Pre-Blink,Clinical Study to Evaluate Tear Characteristics Following Acute TrueTear™ Use
NCT03769675,10,False,False,1,High Frequency Spinal Cord Stimulator,Painful Diabetic Neuropathy,Height,Quantitative Assessment of Painful Diabetic Peripheral Neuropathy After High Frequency Spinal Cord Stimulation
NCT01205152,10,True,False,1,asfotase alfa,Hypophosphatasia,Effect of SC Asfotase Alfa on Growth: Height/Length Z-scores,Extension Study of Protocol ENB-002-08 - Study of Asfotase Alfa in Infants and Young Children With Hypophospha
NCT02980666,10,True,False,1,Teduglutide,Short Bowel Syndrome,Change From Baseline in Height for Age Z-score at Week 28,Study in Japanese Pediatric Subjects With Short Bowel Syndrome (SBS) Who Are Dependent on Parenteral Support
NCT04209634,10,True,False,1,Pozelimab,"CD55-deficient Protein-losing Enteropathy, CHAPLE",Change From Baseline in Height Z-Score,Open-Label Efficacy and Safety Study of Pozelimab in Patients With CD55-Deficient Protein-Losing Enteropathy (
NCT02980601,10,False,False,1,"Integra plus STSG, STSG",Head and Neck Cancer,Vancouver Scar Scale - Height,The Use of Integra in Coverage of Radial Forearm Free Flap Donor Site Defect
NCT02931565,9,False,False,1,"Olinciguat, Matching Placebo",Achalasia,Change From Baseline in 1 Minute Impedance Bolus Height (IBH),"Study of IW-1701, A Stimulator of Soluble Guanylate Cyclase (sGC), in Patients With Type I or II Achalasia"
NCT01878084,9,True,False,1,"bioactive glass (sol-gel), empty extraction socket","Bone Loss, Vertical Alveolar Bone Loss, Horizontal Alveolar Bone Loss",Change in Alveolar Crestal Bone Height,Bioactive Glass (Sol-gel) for Alveolar Bone Regeneration After Surgical Extraction
NCT02954887,9,True,False,1,GWP42003-P,Infantile Spasms,Change From Baseline in Height,Phase 3 Trial of Cannabidiol (CBD; GWP42003-P) for Infantile Spasms: Open-label Extension Phase (GWPCARE7)
NCT00630487,9,False,True,1,"Placebo, Somatropin",Growth Hormone Deficiency,Change From Baseline in Anthropometric Parameters (Height),Efficacy of Somatropin in Adult Patients With Isolated Growth Hormone Deficiency
NCT02704689,9,False,False,1,AccuLIF expandable TLIF cage,"Degenerative Disc Disease, Spondylolisthesis, Grade 1, Retrolisthesis",Pre-operative Comparison to Post-operative Radiographic Outcomes of Disc Height as Measured in mm.,AccuLIF® PROSPECTIVE PATIENT OUTCOMES STUDY
NCT01473160,9,False,False,1,"delefilcon A contact lens, narafilcon A contact lens",Myopia,Average Tear Meniscus Height,Daily Disposable Contact Lens Tear Film Study
