param_id,row_index,layer,node_id,parameter,value,value_min,value_max,unit,conditions,species,site,age,sex,source_ref,uncertainty,value_unverified,superseded_model,notes
p_27b4f22d3e,p01088,L6,distraction_rate_dose_response,distraction rate causing premature consolidation,0.5,0.5,0.5,mm/day,"canine tibia, open osteotomy and closed osteoclasis, Ilizarov circular fixator",multiple,,,,ilizarov1989,"""often"" - frequency not quantified in the report",False,False,
p_435c72b13a,p01089,L6,distraction_rate_dose_response,optimal distraction rate,1.0,1.0,1.0,mm/day,same,multiple,,,,ilizarov1989,best of three rates tested; no confidence interval,False,False,
p_a94c293dc5,p01090,L6,distraction_rate_dose_response,distraction rate causing soft-tissue injury,2.0,2.0,2.0,mm/day,"same; changes in fascia, skeletal and smooth muscle, vessels, nerves, skin",multiple,,,,ilizarov1989,"""often"" - frequency not quantified",False,False,
p_9d19f9b71e,p01091,L6,distraction_rate_dose_response,distraction frequencies tested at fixed 1.0 mm/day,"1, 4 and 60",,,increments/day,canine tibia,multiple,,,,ilizarov1989,"outcome improved monotonically with frequency; the clinical standard of 4/day is a compromise, not the measured optimum",False,False,
p_cc4bb6aa9c,p01092,L6,diurnal_stature_variation,mean circadian variation in adult stature,19.3,19.3,19.3,mm,"eight young adults, measurement precision 1 mm",human,,,,tyrrell1985,1.1% of stature; 54% of the loss in the first hour after rising,False,False,
p_371b07d749,p01093,L6,diurnal_stature_variation,fraction of diurnal loss regained in the first half of the night,70,70.0,70.0,%,same subjects,human,,,,tyrrell1985,approximate figure reported,False,False,
p_fe2517f419,p01094,L6,diurnal_stature_variation,stature loss 09:30 to 14:00 in 12-14 year old boys,2.0,2.0,2.0,mm,"n=19, stretching-upward technique",human,,,,whitehouse1974,measurement SE 1.8 mm,False,False,
p_832a87b3eb,p01095,L6,diurnal_stature_variation,stature loss 10:00 to 17:00 in 12-14 year old boys,4.6,4.6,4.6,mm,n=11 different boys,human,,,,whitehouse1974,sitting height fell 2.8 mm over the same interval,False,False,
p_c5399eef88,p01096,L6,diurnal_stature_variation,"standing height loss over the day, children with idiopathic scoliosis",7,7.0,7.0,mm,"n=98, Cobb 10-52 deg, 07:00-08:00 vs 19:00-20:00",human,,,,czaprowski2019,SD 7 mm; 0.43% of initial standing height; p<0.001,False,False,
p_8ee5984bb4,p01097,L6,diurnal_stature_variation,"sitting height loss over the day, children with idiopathic scoliosis",7,7.0,7.0,mm,same cohort,human,,,,czaprowski2019,SD 7 mm; 0.79% of initial sitting height,False,False,
p_eda413c533,p01098,L6,gravity_posture_spinal_loading,stature recovered in the first half of the night (recumbency),70,70.0,70.0,% of daily loss,eight young adults,human,,,,tyrrell1985,approximate,False,False,
p_4d0b0fc4cb,p01099,L6,gravity_posture_spinal_loading,static shoulder load range over which shrinkage rate rises nonlinearly,2.5-40,2.5,40.0,kg,"young adults, precision stadiometry",human,,,,tyrrell1985,relation described as nonlinear; no fitted coefficient reported,False,False,
p_80e2d5c900,p01100,L6,gravity_posture_spinal_loading,stature gain under weightlessness,up to 3,,,%,"nine ISS crew, early flight phase",human,,,,young2023,reverses postflight,False,False,
p_70ef8837dc,p01101,L6,guided_growth_tension_band,"correction rate, distal femur (mLDFA)",0.67,0.67,0.67,degrees/month,"654 growth modulations in 313 children, tension band plates, 2009-2021",human,,,,tolk2026,SD 0.55,False,False,
p_63def6f189,p01102,L6,guided_growth_tension_band,"correction rate, proximal tibia (mMPTA)",0.43,0.43,0.43,degrees/month,same cohort,human,,,,tolk2026,SD 0.38,False,False,
p_926909c7e5,p01103,L6,guided_growth_tension_band,proportion achieving neutral mechanical axis,68.7,68.7,68.7,%,same cohort,human,,,,tolk2026,"idiopathic 78.2% vs non-idiopathic 66.3%, p=0.02",False,False,
p_07acd8f188,p01104,L6,guided_growth_tension_band,site distribution of modulations,55.4 distal femur / 44.6 proximal tibia,,,%,same cohort,human,,,,tolk2026,42.2% of children had both,False,False,
p_dbfa0bd90e,p01105,L6,gymnastics_stature_effect,"peak height velocity, gymnasts vs swimmers",5.48 vs 8.0,,,cm/yr,"mean age 12.3 y, gymnasts ~22 h/wk vs swimmers ~8 h/wk, 2.35 y prospective",human,,,,theintz1993,SEM 0.32 and 0.50; p<0.05 for bone ages 11-13,False,False,
p_95b0829543,p01106,L6,gymnastics_stature_effect,"sitting height / leg length ratio, gymnasts vs swimmers",1.054 vs 1.100,,,ratio,same cohort,human,,,,theintz1993,SEM 0.005 both; p<0.001,False,False,
p_4a9d1713b0,p01107,L6,gymnastics_stature_effect,height SDS trajectory in gymnasts over follow-up,-0.747,-0.747,-0.747,correlation coefficient r vs time,"same cohort; swimmers r=-0.165, p=0.1",human,,,,theintz1993,p<0.001,False,False,
p_314b568edd,p01108,L6,gymnastics_stature_effect,peak height velocity in competitive gymnasts (advanced and intermediate),6.2-6.4,6.2,6.4,cm/yr,"137 gymnasts, 2 y prospective, Preece-Baines model; age at PHV 13-13.5 y",human,,,,daly2005,estimated from mixed-longitudinal data,False,False,
p_586f9f27ea,p01109,L6,gymnastics_stature_effect,"peripubertal sitting height velocity, advanced vs intermediate training",2.3 vs 3.1,,,cm/yr,20-27 h/wk vs 7.5-22 h/wk,human,,,,daly2005,p<0.05,False,False,
p_f2eda4c017,p01110,L6,gymnastics_stature_effect,gymnasts with growth faltering (height velocity <4.5 cm/yr),>35,35.0,35.0,% of pre- and peripubertal gymnasts,same cohort,human,,,,daly2005,"proportion, no CI given",False,False,
p_f8580e9c36,p01111,L6,gymnastics_stature_effect,delay in age at peak height velocity vs non-athletic girls,approximately 1,,,years,15 Belgian gymnasts ~15 h/wk followed 8.7-15.5 y,human,,,,thomis2005,"spurts present in height, sitting height and leg length",False,False,
p_e8cec37611,p01112,L6,hueter_volkmann_law,"growth-rate sensitivity to sustained stress, all plates pooled",17.1,17.1,17.1,% growth change per 0.1 MPa,"8 days sustained external loading, compression and distraction, fluorochrome-label growth measurement",multiple,,,,stokes2006,"range across plates 9.2-23.9%/0.1 MPa; linear fit, CI not reported",False,False,
p_f5e615301d,p01113,L6,hueter_volkmann_law,"growth-rate sensitivity, caudal vertebral growth plates",15.0,15.0,15.0,% per 0.1 MPa,"rat and calf caudal vertebrae, 8 days",multiple,,,,stokes2006,not reported separately,False,False,
p_771c1b68cb,p01114,L6,hueter_volkmann_law,"growth-rate sensitivity, proximal tibial growth plates",18.6,18.6,18.6,% per 0.1 MPa,"rat, rabbit and calf proximal tibia, 8 days",multiple,,,,stokes2006,not reported separately,False,False,
p_0929b8893a,p01115,L6,hueter_volkmann_law,baseline (unloaded) longitudinal growth rate range across the species/sites studied,30-366,30.0,366.0,um/day,"rat caudal vertebra lowest, rabbit proximal tibia highest",multiple,,,,stokes2006,site means,False,False,
p_fe6f617c35,p01116,L6,hueter_volkmann_law,growth of compressed rat tail vertebra,52,52.0,52.0,% of contralateral/adjacent control,4 weeks sustained compression at nominally 60% body weight,rat,,,,stokes2002,p=0.002 vs control,False,False,
p_8ff89f1dc4,p01117,L6,hueter_volkmann_law,growth of distracted rat tail vertebra,113,113.0,113.0,% of control,4 weeks sustained distraction at nominally 60% body weight,rat,,,,stokes2002,not significantly different from control,False,False,
p_7bf51d7401,p01118,L6,hueter_volkmann_law,hypertrophic chondrocyte height under sustained compression,85,85.0,85.0,% of control,"rat tail vertebra, 4 weeks",rat,,,,stokes2002,"significant; zone height 87%, increment in cell height 78%",False,False,
p_563fc7211f,p01119,L6,hueter_volkmann_law,"multiple regression coefficient, final hypertrophic cell height -> growth rate",1.39,1.39,1.39,dimensionless (normalised),"pooled rat, rabbit, calf loaded and control plates",multiple,,,,stokes2007,overall r=0.56 for this variable,False,False,
p_52d23c919b,p01120,L6,hueter_volkmann_law,"multiple regression coefficient, proliferative cell number per unit width -> growth rate",0.72,0.72,0.72,dimensionless (normalised),"pooled rat, rabbit, calf loaded and control plates",multiple,,,,stokes2007,overall r=0.38 for this variable,False,False,
p_378054688d,p01121,L6,hueter_volkmann_law,maximum growth-rate change achieved across the loading range tested,53,53.0,53.0,%,"sustained compression or distraction, 8 days",multiple,,,,stokes2007,not reported,False,False,
p_40db533ce7,p01122,L6,loading_effect_plate_height,hypertrophic zone height under sustained compression,87,87.0,87.0,% of control,"rat tail vertebra, 4 weeks at ~60% body weight",rat,,,,stokes2002,significantly less than control,False,False,
p_b5188d2ff7,p01123,L6,loading_effect_plate_height,mean hypertrophic chondrocyte height under sustained compression,85,85.0,85.0,% of control,same,rat,,,,stokes2002,"significant; r2=0.23 vs growth rate, p=0.06",False,False,
p_27ce150417,p01124,L6,loading_effect_plate_height,increment in chondrocyte height along the growth direction under compression,78,78.0,78.0,% of control,same,rat,,,,stokes2002,significant,False,False,
p_89e41d7ae3,p01125,L6,loading_effect_plate_height,correlation of proliferative cell number per unit width with growth rate,0.38,0.38,0.38,r,"pooled rat, rabbit, calf, loaded and control",multiple,,,,stokes2007,overall correlation coefficient,False,False,
p_b363cec1c8,p01126,L6,loading_effect_plate_height,correlation of maximum hypertrophic cell height with growth rate,0.56,0.56,0.56,r,same,multiple,,,,stokes2007,overall correlation coefficient,False,False,
p_8ac549d127,p01127,L6,loading_effect_plate_height,recovery of growth plate height after unloading,complete by 10,,,days,"after 15 days of 0.2 MPa static or dynamic compression, rat caudal vertebra",rat,,,,mnard2015,no significant difference from sham,False,False,
p_441977709a,p01128,L6,mechanical_modulation_growth,maximum growth rate change achieved by sustained loading,53,53.0,53.0,%,"8 days, compression or distraction, rat/rabbit/calf",multiple,,,,stokes2007,not reported,False,False,
p_830747dc8b,p01129,L6,mechanical_modulation_growth,time to full recovery of growth rate and plate height after unloading,10,10.0,10.0,days,"after 15 days of 0.2 MPa static or dynamic compression, rat caudal vertebra",rat,,,,mnard2015,n=48 rats across 8 subgroups; no residual difference vs sham at 4 weeks,False,False,
p_b36d9c99fe,p01130,L6,mechanical_modulation_growth,"growth modulation, high vs low tether tension at 2 weeks",53 vs -1,,,% growth modulation,"single-level posterior vertebral body tethering, kyphotic swine",porcine,,,,halanski2026,"SD 43 and 15 respectively, p=0.03",False,False,
p_f950a11347,p01131,L6,mechanical_modulation_growth,"growth modulation, high vs low tether tension at 2-4 weeks",14 vs 10,,,%,"same animals, second interval",porcine,,,,halanski2026,"SD 11 and 10, p=0.6",False,False,
p_04ac1a9b16,p01132,L6,physeal_bar_formation,growth arrest incidence after paediatric physeal fracture,30.1,30.1,30.1,%,"prospective cohort, 332 children, >=6 months follow-up or arrest within 6 months",human,,,,hooper2024,authors note diagnostic-criterion variation; prior literature reports up to 5.5%,False,False,
p_fca08bf577,p01133,L6,physeal_bar_formation,growth arrest incidence after distal femoral physeal fracture,86,86.0,86.0,%,same cohort,human,,,,hooper2024,highest of all sites; small subgroup,False,False,
p_2fa94ab911,p01134,L6,physeal_bar_formation,"mean age, growth arrest vs no arrest",12.8 vs 9.4,,,years,same cohort,human,,,,hooper2024,"displacement 59.0% vs 47.8%, angulation 47.0% vs 38.8%",False,False,
p_156781d5f6,p01135,L6,physeal_bar_formation,physeal fractures as a share of all paediatric fractures,18-30,18.0,30.0,%,literature range quoted in the same study,human,,,,hooper2024,range across sources,False,False,
p_db736e6592,p01136,L6,physeal_bar_formation,time course of bony bar accumulation after drill-hole injury,42,42.0,42.0,days of progressive bone formation,"mouse distal femoral drill-hole model, micro-CT and histology, 5-point grading",mouse,,,,li2026_2,progressive increase; endpoint value not extracted,False,False,
p_dea1787acd,p01137,L6,physeal_stress_in_vivo,applied stress range in the animal stress-growth experiments,approximately 0.02-0.2,,,MPa,"external loading apparatus, rat/rabbit/calf caudal vertebrae and proximal tibiae",multiple,,,,stokes2006,"inferred from the reported protocol; chosen for apparatus, not physiology",False,False,
p_15641b1682,p01138,L6,physeal_stress_in_vivo,in vivo human physeal stress during gait,not measured,,,MPa,no direct measurement located in any age group,human,,,,hucke2023,"FE model output only, explicitly stated by the authors as not fully participant-specific",False,False,
p_7eb6a52a8d,p01139,L6,piezo1_channel,rib fracture penetrance in chondrocyte-specific Piezo1 deletion,100,100.0,100.0,% of animals at 7 days,"Piezo1 Col2a1-Cre mice, fractures adjacent to growth plates",mouse,,,,brylka2024,n not extracted from abstract,False,False,
p_a2ad46d50f,p01140,L6,piezo1_channel,compressive stress applied to induce PIEZO1 upregulation in vivo,10,10.0,10.0,kPa,"mouse caudal compression model, 8 weeks",mouse,,,,chen2025,device-applied nominal value,False,False,
p_f58517cd6e,p01141,L6,piezo1_channel,compressive stress applied to primary growth plate chondrocytes in vitro,100,100.0,100.0,kPa,"custom loading device, P5 mouse growth plate chondrocytes",mouse,,,,chen2025,nominal,False,False,
p_4f511eb6e9,p01142,L6,piezo1_channel,cilia-positive chondrocytes after chloral hydrate disruption,97.2 -> 16.6,,,%,mouse growth plate chondrocytes in vitro,mouse,,,,chen2025,p<0.001,False,False,
p_234de3fd69,p01143,L6,piezo2_channel,growth plate / endochondral phenotype in Piezo2 Col2a1-Cre mice,none detected,,,qualitative,compared with the overt phenotype of Piezo1 Col2a1-Cre littermates,mouse,,,,brylka2024,negative result reported in abstract,False,False,
p_f1717d4e3e,p01144,L6,piezo2_channel,"trabecular bone volume, thickness and density in Acan-CreERT2 Piezo2 cKO",decreased,,,qualitative (micro-CT),"independent of DMM injury, 28 weeks",mouse,,,,ely2025,effect sizes not reported in abstract,False,False,
p_fa20e1c90b,p01145,L6,primary_cilium_mechanosensing,cilia-positive growth plate chondrocytes before vs after chloral hydrate,97.2 -> 16.6,,,%,"primary mouse growth plate chondrocytes, in vitro",mouse,,,,chen2025,p<0.001,False,False,
p_a9c26e2549,p01146,L6,primary_cilium_mechanosensing,"disc/plate degeneration score under caudal compression, wild type vs IFT88-cKO",12 vs 8,,,score (baseline 2),"8-week-old C57BL/6J mice, 10 kPa caudal compression, 8 weeks",mouse,,,,chen2025,MRI at 4 weeks; n not extracted,False,False,
p_27398e8eff,p01147,L6,scoliosis_vertebral_growth,"growth modulation, high vs low tether tension at 2 weeks",53 vs -1,,,%,"single-level posterior vertebral body tethering, kyphotic swine model",porcine,,,,halanski2026,"SD 43 and 15; p=0.03 vs low tension, p=0.01 vs non-operative control",False,False,
p_1f21b57aa6,p01148,L6,scoliosis_vertebral_growth,"growth modulation, high vs low tether tension at 2-4 weeks",14 vs 10,,,%,same animals,porcine,,,,halanski2026,SD 11 and 10; p=0.6,False,False,
p_87b51c80c9,p01149,L6,scoliosis_vertebral_growth,growth-rate sensitivity used to simulate curve progression,15.0,15.0,15.0,% per 0.1 MPa (vertebral plates),animal-derived coefficient applied to a human frontal-plane model,multiple,,,,stokes2006,the human application is an extrapolation,False,False,
p_c7a1f53d9e,p01150,L6,spaceflight_microgravity_growth,stature increase during early spaceflight,up to 3,,,% of preflight stature,"nine ISS crew, photogrammetry plus tape measure, biphasic with an early rise then plateau",human,,,,young2023,n=9; individual variation not reported in abstract; fully reversed postflight,False,False,
p_5cb122fded,p01151,L6,spaceflight_microgravity_growth,segment circumference decrease during spaceflight,up to 11,,,%,"chest, hip, thigh and calf, same crew",human,,,,young2023,returned close to preflight after landing,False,False,
p_5f1ee65010,p01152,L6,sport_specific_loading_human,"height gain over 24 weeks, jumping intervention vs control",4.20 vs 2.48,,,cm,"47 prepubertal short-stature children aged 8-11 y, 3 sessions/wk of 50 min progressive jumping",human,,,,wang2025,"p=0.001; n=20 intervention, n=27 control; not randomised",False,False,
p_2e3ceaa7e4,p01153,L6,sport_specific_loading_human,"femoral neck BMD Z-score change, jumping intervention",1.075,1.075,1.075,Z-score units,"same trial, DXA",human,,,,wang2025,"p<0.001, Cohen's d 0.869; lumbar spine BMD unchanged",False,False,
p_c8b3b79e84,p01154,L6,sport_specific_loading_human,mediation of height gain by femoral neck BMD change,-0.442,-0.442,-0.442,beta,same trial,human,,,,wang2025,95% CI -1.474 to -0.009; no direct effect detected,False,False,
p_1eedfe0f83,p01155,L6,static_vs_dynamic_loading,"rat vertebral growth, 24 h/day vs 12 h/day compression",82 vs 90-93,,,% of within-animal control,"nominally 0.1 MPa, 8 days, day-loading 93% and night-loading 90%",rat,,,,stokes2005,n=5 per group; sham 100%,False,False,
p_7d9c3a4b60,p01156,L6,static_vs_dynamic_loading,"rat proximal tibial growth, 24 h/day vs 12 h/day compression",70 vs 84-86,,,% of within-animal control,"nominally 0.1 MPa, 8 days",rat,,,,stokes2005,n=5 per group; sham 89%,False,False,
p_e307bf13b5,p01157,L6,static_vs_dynamic_loading,"growth rate reduction, static vs dynamic at equal mean stress",19 vs 19,,,% below sham,"0.2 MPa sustained vs 0.2 MPa +/-30% at 0.1 Hz, 2 weeks, rat caudal vertebra Cd7",rat,,,,valteau2011,both p<0.001 vs sham; static-dynamic difference not significant,False,False,
p_320437d7cd,p01158,L6,static_vs_dynamic_loading,"growth plate thickness and proliferative cells per column, static vs dynamic",significant reduction under static only,,,qualitative (p<0.01 static vs dynamic),same experiment,rat,,,,valteau2011,hypertrophic cell height difference p=0.014,False,False,
p_0abddf9223,p01159,L6,static_vs_dynamic_loading,applied strain in matched static vs dynamic explant compression,10 static vs 7-13 dynamic,,,% compressive strain,"swine ulnar growth plate explants, 48 h, 0.1 Hz",porcine,,,,sergerie2011,matched mean strain by design,False,False,
p_df03690b32,p01160,L6,static_vs_dynamic_loading,"hypertrophic chondrocyte lateral and volumetric strain, static vs dynamic",higher under static,,,"p<0.001 lateral, p<=0.015 volumetric",stress-controlled compression of pre-pubertal rat proximal tibial explants; axial strain equal,rat,,,,zimmermann2017,"high-frequency dynamic lower volumetric strain than low-frequency, p=0.002",False,False,
p_79b6981b02,p01161,L6,strain_frequency_dependence,dynamic loading frequencies tested in vivo on rat caudal vertebrae,0.1 and 1.0,,,Hz,"mean 0.2 MPa, 15 days, amplitudes +/-0.2, +/-0.06 and +/-0.14 MPa",rat,,,,mnard2014,n=3-4 per group,False,False,
p_fbd42eade1,p01162,L6,strain_frequency_dependence,"hypertrophic chondrocyte volumetric strain, high vs low frequency dynamic compression",lower at high frequency,,,p=0.002,stress-controlled compression of rat proximal tibial growth plate explants,rat,,,,zimmermann2017,effect size not reported as a ratio,False,False,
p_2aa51e3b8b,p01163,L6,strain_frequency_dependence,distraction frequency giving best regenerate at fixed 1.0 mm/day,60,60.0,60.0,increments/day,"canine tibia, compared with 1/day and 4/day",multiple,,,,ilizarov1989,"histomorphological grading, no numeric effect size reported",False,False,
p_8954fe6a4c,p01164,L6,strain_magnitude_dependence,slope of growth change vs applied stress,17.1,17.1,17.1,% per 0.1 MPa,"pooled across 3 species, 2 sites, 8 days sustained loading",multiple,,,,stokes2006,range 9.2-23.9 across individual plates,False,False,
p_51b40fd036,p01165,L6,strain_magnitude_dependence,stress range over which linearity was demonstrated,approximately -0.2 to +0.1,,,MPa (negative = compression),"external loading apparatus, rat/rabbit/calf",multiple,,,,stokes2006,read from the reported loading protocol; extrapolation outside this range untested,False,False,
p_4c19f4f0bd,p01166,L6,strain_magnitude_dependence,static compressive strain used in explant suppression experiments,10,10.0,10.0,%,"4-week-old swine ulnar growth plate explants, 48 h unconfined compression",porcine,,,,sergerie2011,single magnitude tested,False,False,
p_2d1c23e1d6,p01167,L6,strain_magnitude_dependence,dynamic loading amplitude that destroyed plate integrity when combined with 1.0 Hz,0.2 +/- 0.14,,,MPa,"rat caudal vertebrae, 15 days",rat,,,,mnard2014,n=3; repeated inflammation prevented analysis,False,False,
p_cd3e2adf66,p01168,L6,strain_rate_dependence,"axial hypertrophic cell strain, static vs dynamic at matched mean stress",not different,,,qualitative,"stress-controlled compression, pre-pubertal rat proximal tibial explants",rat,,,,zimmermann2017,lateral p<0.001 and volumetric p<=0.015 both higher under static,False,False,
p_ff00452822,p01169,L6,wolff_law,"bone modelling threshold (mechanostat), peak strain",1000-1500,1000.0,1500.0,microstrain,Frost's synthesis for cortical bone; not a growth plate measurement,multiple,,,,frost2004,theoretical range asserted in a narrative review; primary derivation not reproduced,True,False,
p_0a9ec9757c,p01170,L7,adult_height_attainment,proportion of distal radial growth plates completely fused at age 17 (female) and 19 (male),"75 (female, 17 y); 90 (male, 19 y)",,,percent,"MRI, healthy Swedish cohort aged 14.0-21.5 y",human,,,,kvist2021,n=958 across all ages,False,False,
p_e72589b9a6,p01171,L7,adult_height_attainment,"adult height, untreated aromatase-deficient men",188-204,188.0,204.0,cm,two independently reported cases with open epiphyses in the third decade,human,,,,singhania2022,n=2 cases quoted; 204 cm case from morishima1995,False,False,
p_ac94080a52,p01172,L7,adult_height_attainment,adult height in untreated constitutional delay of growth and puberty,170.4 (boys); 157.8 (girls),,,cm,"German cohort, adult height measured at mean 23.1 y (boys) and 21.1 y (girls)",human,,,,brmswig1990,SD 5.4 cm and 4.2 cm; n=37 and n=32,False,False,
p_69eaf04e75,p01173,L7,apoptosis_at_fusion,TUNEL-positive chondrocytes in the human fusing growth plate,0,0.0,0.0,cells detected,single late-pubertal human growth plate about to fuse,human,,,,emons2009,n=1 specimen; absolute count reported as none,False,False,
p_fb2158ad60,p01174,L7,apoptosis_at_fusion,pro-apoptotic proteins detected in the human fusing growth plate,Bad only (Bax and cleaved caspase-3 not detected),,,immunohistochemical detection,single human fusing growth plate,human,,,,emons2009,n=1 specimen,False,False,
p_1ae3146105,p01175,L7,automated_bone_age_ai,BoneXpert accuracy against the Greulich-Pyle atlas,0.42,0.42,0.42,years SD,ages 2-17 years,human,,,,thodberg2009,95% CI 0.37-0.47 years,False,False,
p_9ae5222087,p01176,L7,automated_bone_age_ai,BoneXpert accuracy against clinical Tanner-Whitehouse ratings,0.80,0.8,0.8,years SD,84 clinical TW-rated images,human,,,,thodberg2009,95% CI 0.68-0.93 years,False,False,
p_ef178c41cf,p01177,L7,automated_bone_age_ai,BoneXpert precision on repeat radiograph,0.17,0.17,0.17,years SD on a single determination,inferred from six longitudinal radiograph series,human,,,,thodberg2009,95% CI 0.13-0.21 years,False,False,
p_fa539a0b22,p01178,L7,automated_bone_age_ai,"best deep-learning mean absolute deviation, RSNA challenge",4.2,4.2,4.2,months,200-image held-out test set; best five entries 4.2-4.5 months,human,,,,halabi2019,"14,236 images total; reference standard is expert reading",False,False,
p_c62980389a,p01179,L7,automated_bone_age_ai,agreement of BoneXpert and VUNO Med-Bone Age with manual GP reading,0.994-0.995,0.994,0.995,intraclass correlation coefficient,"292 Turkish children aged 1-15 y, equal sex and age distribution",human,,,,zmen2025,no significant difference between the two AI systems,False,False,
p_55cccd396c,p01180,L7,bidirectional_vascular_invasion,"number of perforations through the plate at union, by epiphysis size",single perforation in small early-uniting epiphyses; multiple in large late-uniting epiphyses,,,qualitative histological count,human and dog epiphyses at various stages of union,human,,,,haines1975,descriptive series; specimen numbers not tabulated,False,False,
p_dd05d54062,p01181,L7,bidirectional_vascular_invasion,VEGF isoforms stimulated by estradiol in growth plate chondrocytes,VEGF-121 and VEGF-189 stimulated; VEGF-164 not,,,isoform-resolved expression,"RCJ3.1C5.18 rat chondrocyte line, dose-dependent estradiol",rat,,,,emons2010,cell line; dose range not reported in abstract,False,False,
p_7ff438717e,p01182,L7,bone_age,bone age at chronological age 24 years 3 months in untreated aromatase deficiency,14,14.0,14.0,years of bone age,"congenital CYP19A1 deficiency, male",human,,,,morishima1995,n=1,False,False,
p_659ed67eaf,p01183,L7,bone_age,bone age advance over 3.5 years in ER-alpha loss of function,15 to 17.5,15.0,17.5,years of bone age,"homozygous ESR1 nonsense mutation, male, serial radiographs",human,,,,smith2008,n=1,False,False,
p_349645d961,p01184,L7,bone_age_measurement_error,"interobserver spread, GP versus TW2",0.96 versus 0.74,,,years,"3 readers, 50 radiographs, same films both methods",human,,,,king1994,difference not significant at 5%,False,False,
p_9cd9abdd2e,p01185,L7,bone_age_measurement_error,"intra-observer 95% limits of agreement, GP versus TW2",-2.46 to +2.18 versus -1.41 to +1.43,,,years,"362 consecutive clinical radiographs, 10% re-read",human,,,,bull1999,95% limits,False,False,
p_c02c074486,p01186,L7,bone_age_measurement_error,95% confidence interval for between-method difference (GP minus TW2),-1.52 to +2.28,-1.52,2.28,years,362 consecutive clinical radiographs,human,,,,bull1999,95% CI,False,False,
p_c6e0cbdad2,p01187,L7,bone_age_measurement_error,automated precision on repeat radiograph,0.17,0.17,0.17,years SD,"BoneXpert, inferred from six longitudinal series",human,,,,thodberg2009,95% CI 0.13-0.21 years,False,False,
p_be13c37252,p01188,L7,bone_age_measurement_error,95% limits of agreement between GP bone age and chronological age,approximately 2,,,years,"472 modern US paediatric patients, Bland-Altman analysis",human,,,,guevel2026,systematic bias 2.9 months (SD 12.8),False,False,
p_6f8475b195,p01189,L7,bony_bridge_formation,"bony bridge number, wild-type mouse tibial growth plate",495,495.0,495.0,bridges,"sham-operated wild-type mice, micro-CT",mouse,,,,samvelyan2022,SD 45,False,False,
p_98043bc100,p01190,L7,bony_bridge_formation,"bony bridge number, Socs2-/- mouse tibial growth plate",187,187.0,187.0,bridges,"sham-operated Socs2-/- mice, micro-CT",mouse,,,,samvelyan2022,SD 56,False,False,
p_7daac420de,p01191,L7,bony_bridge_formation,"bony bridge density, Socs2-/- versus wild-type",14.4 versus 1.2,,,bridges per unit area (study-defined),"sham-operated mice, micro-CT",mouse,,,,samvelyan2022,SD 0.7 and SD 0.5 respectively,False,False,
p_975c9a2f90,p01192,L7,comparative_fusion_across_species,proportion of lumbar vertebral endplates with unclosed growth plate cartilage,100,100.0,100.0,percent (all endplates in 11 animals),"normal cynomolgus monkeys approximately 9-15 years old, histology",multiple,,,,iwata2018,n=11 animals; no older animals examined,False,False,
p_d41bd041c6,p01193,L7,ecm_remodeling_at_fusion,"type X collagen and MMP-13 in hypertrophic zone, young versus aged mouse","present at 10 weeks, absent at 55 weeks",,,immunohistochemical detection,mouse growth plate,mouse,,,,yu2025,two timepoints only,False,False,
p_ceaaa3615c,p01194,L7,ecm_remodeling_at_fusion,"aggrecan and type II collagen protein, young versus aged mouse growth plate","expressed throughout at 10 weeks, sparse at 55 weeks",,,immunohistochemical detection,mouse growth plate,mouse,,,,yu2025,two timepoints only,False,False,
p_716341bc84,p01195,L7,ecm_remodeling_at_fusion,Ca and P concentration in hypertrophic zone with age,high and expanding between W10 and W55,,,SEM-EDS elemental concentration,mouse growth plate,mouse,,,,yu2025,"relative, not absolute wt%; two timepoints",False,False,
p_fbc222dbed,p01196,L7,epiphyseal_fusion,number of human growth plates reported histologically at the moment of fusion,1,1.0,1.0,specimens,"late pubertal human growth plate ""about to fuse"", collected with a series of unfused plates",human,,,,emons2009,single specimen; described by the authors as unique,False,False,
p_c7f3f24e94,p01197,L7,estradiol_threshold_fusion,serum estradiol required for epiphyseal closure,>73,73.0,73.0,pmol/L,"aromatase-deficient man on transdermal estradiol, 5-year follow-up with variable compliance",human,,,,lanfranco2008,"n=1; threshold inferred from within-subject time course, no CI",False,False,
p_cc2a691862,p01198,L7,estradiol_threshold_fusion,serum estradiol at Tanner G5 in obese boys with fused epiphyses,34.8,34.8,34.8,pg/mL (median),"cross-sectional, bone age approximately 18 y",human,,,,rochira2015,range 25.6-41.1 pg/mL; secondary summary of a primary not read directly,True,False,
p_123cc38137,p01199,L7,estradiol_threshold_fusion,serum estradiol at Tanner G5 in lean boys with unfused epiphyses,15.7,15.7,15.7,pg/mL (median),"cross-sectional, bone age approximately 16 y",human,,,,rochira2015,range 13.2-21.0 pg/mL; secondary summary of a primary not read directly,True,False,
p_7519fc1607,p01200,L7,estrogen_accelerated_senescence,estradiol cypionate dose accelerating growth plate senescence,70,70.0,70.0,"ug/kg per week, i.m.","juvenile ovariectomised rabbits, 2-8 weeks of treatment",rabbit,,,,weise2001,single dose level tested,False,False,
